,N (kg/ha),P (kg/ha),K (kg/ha),Temperature (°C),Humidity (%),pH,Rainfall (mm),label,Governorate,Irrigation,Fertilizer Plant,Flood,Sprinkler,Drip,Planting Season,Growing Season,Harvest Season,Area (ha),Fertilizer (kg),Pesticide (kg),Yield (t/ha),Year,Month,Date,Max Temperature (°C),Min Temperature (°C),Precipitation (mm),Wind Speed (m/s),District
666,69,55,38,22.70883798,82.63941394,5.70080568,271.3248604,rice,Tunis,Flood,Twenty Eight-Twenty Eight,best,medium,bad,spring,summer,autumn,404982.0,63950707.62,133644.06,2.488076923,2023,1,2023-01-29,12.8,5.4,0.2,14.8,District II (Grand Tunis et ses environs)
667,32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,2000.0,316000.0,660.0,7.555555555555555,2021,1,2021-01-22,20.1,7.7,0.0,16.1,District II (Grand Tunis et ses environs)
668,29,121,196,22.84852833,94.32130209,6.079497202000001,123.5977843,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,19264.0,3043712.0,6357.12,28.3959595959596,2022,12,2022-12-03,20.5,10.8,0.1,13.1,District II (Grand Tunis et ses environs)
669,39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,orange,Sidi Bouzid,Drip,Urea,bad,medium,best,spring,summer,autumn,19320.0,3052560.0,6375.6,21.848484848484848,2021,7,2021-07-11,39.1,22.5,0.0,14.0,District IV (Sud-Ouest)
670,9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,mango,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,summer,31523.0,4980634.0,10402.59,11.444444444444445,2020,3,2020-03-05,21.6,10.1,0.0,26.0,District IV (Sud-Ouest)
671,26,122,202,22.44516988,94.73763514,5.617227184,107.1843273,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,3764.0,594712.0,1242.12,21.77777777777778,2023,9,2023-09-05,28.3,21.4,0.2,27.2,District II (Grand Tunis et ses environs)
672,41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,358.0,56363.52,136.04,1.027777778,2023,6,2023-06-02,25.0,15.5,1.8,12.7,District II (Grand Tunis et ses environs)
673,14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean,Sfax,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,summer,summer,autumn,29.0,4582.0,9.57,0.8838383838383839,2022,11,2022-11-17,26.1,15.3,0.2,15.7,District IV (Sud-Ouest)
674,21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,orange,Gabes,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,spring,summer,autumn,25631.0,4049698.0,8458.23,16.07070707070707,2020,10,2020-10-13,23.7,13.5,0.0,17.4,District V (Sud)
675,42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,62.0,9796.0,20.46,0.8838383838383839,2020,10,2020-10-15,28.7,16.0,0.0,13.7,District III (Centre/Sahel)
676,36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,5900.0,932200.0,1947.0,15.555555555555555,2021,12,2021-12-27,18.4,10.7,0.1,16.3,District II (Grand Tunis et ses environs)
677,44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,blackgram,Kairouan,Drip,DAP,bad,medium,best,summer,summer,autumn,44.0,6952.0,14.52,0.702020202020202,2021,10,2021-10-02,27.2,18.7,5.0,8.5,District III (Centre/Sahel)
678,35,128,205,21.07273439,93.56585985,6.041053829,107.8737015,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,26309.0,4156822.0,8681.970000000001,10.747474747474747,2022,11,2022-11-26,16.3,12.7,6.4,30.1,District II (Grand Tunis et ses environs)
679,90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,rice,Bizerte,Flood,Urea,best,medium,bad,spring,summer,autumn,1878208.0,322601006.1,694936.96,2.137037037,2023,3,2023-03-11,19.1,15.0,0.0,45.5,District I (Nord-Ouest)
680,60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,627.0,99066.0,206.91,49.09090909090909,2022,8,2022-08-21,32.7,23.6,0.0,24.3,District II (Grand Tunis et ses environs)
681,22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,2400.0,379200.0,792.0,13.0,2020,2,2020-02-02,19.8,11.2,0.0,28.0,District II (Grand Tunis et ses environs)
682,40,20,25,29.68,38.22,5.62,398.64,horse-gram,Sidi Bouzid,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,35190.0,5556852.9,11612.7,0.363333333,2022,5,2022-05-17,33.5,16.8,0.0,18.6,District IV (Sud-Ouest)
683,37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya,Kasserine,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,950.0,150100.0,313.5,62.27272727272727,2021,5,2021-05-24,38.9,23.7,0.0,36.4,District III (Centre/Sahel)
684,56,59,55,37.03551903,91.79430166,6.551892637999999,188.5181422,papaya,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,465.0,73470.0,153.45000000000002,36.36363636363636,2023,11,2023-11-09,23.1,11.1,0.0,13.8,District II (Grand Tunis et ses environs)
685,30,143,199,23.76881552,90.59810302,5.7983508000000015,102.2648546,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,100.0,15800.0,33.0,30.6020202020202,2022,2,2022-02-11,18.4,4.9,0.0,10.5,District II (Grand Tunis et ses environs)
686,50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,89.0,14062.0,29.37,0.5353535353535354,2022,11,2022-11-14,22.3,9.1,0.0,15.7,District III (Centre/Sahel)
687,34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,orange,Sidi Bouzid,Drip,Twenty Eight-Twenty Eight,bad,medium,best,spring,summer,autumn,22476.0,3551208.0,7417.08,23.844444444444445,2022,5,2022-05-26,34.8,19.0,0.0,18.8,District IV (Sud-Ouest)
688,75,41,35,24.97042599,78.62697699,6.856833064,166.6415254,jute,Bizerte,Flood,Urea,best,medium,bad,spring,summer,autumn,544701.0,86013734.91,179751.33,15.37588235,2024,10,2024-10-25,27.0,21.1,0.0,24.3,District I (Nord-Ouest)
689,167,83,127,25.0,67.0,7.0,567.0,sesame,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,1.0,158.0,0.33,0.9666666666666666,2020,3,2020-03-17,20.6,11.0,0.1,25.6,District I (Nord-Ouest)
690,109,26,45,28.27973674,90.38971208,6.224535448999998,21.58992507,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,1000.0,158000.0,330.0,24.505050505050505,2022,5,2022-05-25,33.1,18.5,0.8,25.5,District I (Nord-Ouest)
691,160,87,147,18.3,67.0,5.83,600.0,potato,Jendouba,Sprinkler,Urea,bad,best,bad,autumn,winter,spring,491.0,77533.81,162.03,7.215,2022,3,2022-03-17,18.5,10.4,0.0,31.8,District I (Nord-Ouest)
692,7,15,32,25.03512351,95.89739958,6.182232762000001,174.796583,coconut,Sfax,Flood,Ten-Twenty Six-Twenty Six,best,medium,bad,summer,summer,autumn,1910.0,300710.4,725.8,11820.71,2021,9,2021-09-02,32.1,26.3,0.0,26.0,District IV (Sud-Ouest)
693,39,76,76,19.96837462,15.57324389,8.135900726000001,69.15759062,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,257.0,41685.4,89.95,0.67,2024,12,2024-12-02,18.0,10.5,1.1,15.3,District II (Grand Tunis et ses environs)
694,59,62,52,43.67549305,93.10887229,6.608667683999999,103.8235658,papaya,Tunis,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,586.0,92588.0,193.38,38.18181818181818,2023,8,2023-08-20,35.3,22.4,0.0,17.3,District II (Grand Tunis et ses environs)
695,30,75,81,19.41789736,16.80472243,6.4084378860000015,68.4951189,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,3103330.0,503360126.0,1086165.5,1.403137255,2024,7,2024-07-13,34.4,23.3,0.0,18.7,District II (Grand Tunis et ses environs)
696,16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,7400.0,1169200.0,2442.0,15.22222222222222,2021,6,2021-06-30,30.4,22.3,0.0,18.4,District II (Grand Tunis et ses environs)
697,32,76,15,28.05153602,63.49802189,7.604110177000001,43.35795377,lentil,Sidi Bouzid,Drip,DAP,bad,medium,best,autumn,winter,spring,101867.0,16094986.0,33616.11,1.12,2024,4,2024-04-09,29.0,14.9,0.0,16.9,District IV (Sud-Ouest)
698,78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,Bizerte,Flood,Urea,best,medium,bad,spring,summer,autumn,13628.0,2340745.28,5042.36,2.57,2024,8,2024-08-12,37.2,26.8,0.0,26.3,District I (Nord-Ouest)
699,99,29,55,29.19378695,91.46241065,6.660954816,26.48240255,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,320.0,50560.0,105.6,26.626262626262623,2023,7,2023-07-14,43.2,24.8,0.0,15.6,District I (Nord-Ouest)
700,39,76,76,19.96837462,15.57324389,8.135900726000001,69.15759062,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,257.0,41685.4,89.95,0.67,2024,4,2024-04-12,19.3,12.1,1.8,21.3,District II (Grand Tunis et ses environs)
701,60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice,Tunis,Flood,Ten-Twenty Six-Twenty Six,best,medium,bad,spring,summer,autumn,72253.0,11072772.25,25288.55,2.102142857,2021,2,2021-02-11,18.4,10.8,0.0,23.0,District II (Grand Tunis et ses environs)
702,109,29,28,23.26316991,60.51600210000001,6.724688502999999,194.1755471,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,687.0,108546.0,226.71,1.7888888888888888,2020,3,2020-03-18,18.5,12.3,0.0,17.1,District I (Nord-Ouest)
703,100,50,80,15.0,50.0,6.0,300.0,sugar beet,Jendouba,Sprinkler,Urea,bad,best,bad,autumn,winter,spring,100.0,15800.0,33.0,85.0,2020,5,2020-05-22,28.5,13.9,0.0,21.2,District I (Nord-Ouest)
704,167,83,127,25.0,67.0,7.0,567.0,zucchini,Jendouba,Drip,Urea,bad,medium,best,spring,summer,summer,67.0,10586.0,22.11,60.0,2021,3,2021-03-24,13.6,7.0,2.3,20.2,District I (Nord-Ouest)
705,118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,3620.0,571960.0,1194.6,49.318446601941744,2022,9,2022-09-29,31.6,15.3,0.0,15.5,District I (Nord-Ouest)
706,160,87,147,18.3,67.0,5.83,600.0,potato,Jendouba,Sprinkler,Urea,bad,best,bad,autumn,winter,spring,491.0,77533.81,162.03,7.215,2023,5,2023-05-02,21.2,14.6,1.3,31.3,District I (Nord-Ouest)
707,95,21,47,27.93114233,93.56161439,6.431970877,20.66127836,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,730.0,115340.0,240.9,27.19191919191919,2022,1,2022-01-03,17.6,4.8,0.0,11.4,District I (Nord-Ouest)
708,53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,48.0,7584.0,15.84,0.8686868686868687,2021,10,2021-10-12,28.4,17.2,0.0,13.2,District III (Centre/Sahel)
709,100,50,80,15.0,50.0,6.0,300.0,processing tomato,Jendouba,Drip,Urea,bad,medium,best,spring,summer,summer,17000.0,2686000.0,5610.0,65.0,2023,6,2023-06-19,38.5,22.0,0.0,11.5,District I (Nord-Ouest)
710,21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,8400.0,1327200.0,2772.0,10.77777777777778,2023,8,2023-08-03,38.7,23.7,0.0,17.3,District II (Grand Tunis et ses environs)
711,37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,9700.0,1532600.0,3201.0,10.0,2023,4,2023-04-16,19.3,11.9,1.4,28.5,District II (Grand Tunis et ses environs)
712,21,17,15,23.98289638,91.5473145,7.455991072000001,118.4901697,orange,Medenine,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,28500.0,4503000.0,9405.0,20.7979797979798,2021,7,2021-07-30,42.3,25.9,0.0,18.1,District V (Sud)
713,8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,pomegranate,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,1596.0,252168.0,526.6800000000001,17.485436893203882,2023,6,2023-06-23,34.5,21.5,0.0,21.1,District IV (Sud-Ouest)
714,40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans,Sidi Bouzid,Drip,DAP,bad,medium,best,spring,summer,autumn,9.0,1545.84,3.33,0.56,2022,6,2022-06-18,37.1,20.6,0.0,21.6,District IV (Sud-Ouest)
715,95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,1099.0,173642.0,362.67,60.307766990291256,2021,3,2021-03-02,21.0,6.6,0.0,19.0,District I (Nord-Ouest)
716,7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans,Sfax,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,spring,summer,autumn,15858.0,2504136.78,5233.14,0.720769231,2022,2,2022-02-15,19.7,9.9,0.0,38.9,District IV (Sud-Ouest)
717,1,124,199,23.71059131,93.27392415,5.658473817000001,112.66765890000002,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,9118.0,1440644.0,3008.94,34.64646464646464,2020,8,2020-08-18,33.3,23.5,0.0,14.0,District II (Grand Tunis et ses environs)
718,33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean,Sidi Bouzid,Drip,DAP,bad,medium,best,summer,summer,autumn,53.0,8374.0,17.490000000000002,0.97979797979798,2022,8,2022-08-18,43.9,26.5,0.0,24.5,District IV (Sud-Ouest)
719,1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,lentil,Sfax,Drip,DAP,bad,medium,best,autumn,winter,spring,120040.0,18966320.0,39613.2,1.4636363636363638,2023,9,2023-09-26,29.5,19.1,0.0,31.5,District IV (Sud-Ouest)
720,52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,papaya,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,818.0,129244.0,269.94,51.81818181818181,2023,10,2023-10-17,33.5,18.5,0.0,9.6,District II (Grand Tunis et ses environs)
721,28,10,30,29.8690834,91.14723422,6.305740522000001,192.7678575,coconut,Sfax,Flood,Seventeen-Seventeen-Seventeen,best,medium,bad,summer,summer,autumn,103968.0,16368721.92,39507.84,12746.54,2022,8,2022-08-03,32.3,24.6,0.0,26.3,District IV (Sud-Ouest)
722,103,33,25,27.10210397,55.74973320000001,6.911066044,139.5013171,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,576.0,91008.0,190.08,2.57979797979798,2024,8,2024-08-14,39.2,24.5,1.4,20.3,District I (Nord-Ouest)
723,28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,1850.0,283512.5,647.5,1.078,2021,12,2021-12-20,15.6,4.6,0.0,9.7,District II (Grand Tunis et ses environs)
724,60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize,Kasserine,Sprinkler,Twenty Eight-Twenty Eight,bad,best,bad,spring,summer,autumn,126356.0,19952875.96,41697.48,1.733333333,2023,4,2023-04-25,29.5,12.0,0.0,13.7,District III (Centre/Sahel)
725,40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas,Kairouan,Drip,DAP,bad,medium,best,spring,summer,autumn,28.0,4424.0,9.24,0.9888888888888888,2024,8,2024-08-28,35.1,23.4,1.1,14.6,District III (Centre/Sahel)
726,109,91,53,29.66727337,83.51014178,6.010095852999999,110.2511102,banana,Jendouba,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,262.0,42496.4,91.7,24.5,2024,7,2024-07-23,30.4,22.1,0.0,25.9,District I (Nord-Ouest)
727,104,80,54,27.09062164,81.33506906,5.879119455,110.1331182,banana,Jendouba,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,2460.0,422529.6,910.2,13.095,2024,7,2024-07-28,41.5,23.8,0.0,20.8,District I (Nord-Ouest)
728,133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,500.0,85880.0,185.0,2.745,2020,8,2020-08-31,29.7,21.4,0.0,27.0,District I (Nord-Ouest)
729,200,100,150,30.0,75.0,7.5,700.0,sorghum,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,10.0,1580.0,3.3000000000000003,1.0,2020,3,2020-03-19,18.3,10.1,1.0,18.9,District I (Nord-Ouest)
730,100,50,80,15.0,50.0,6.0,300.0,alfalfa,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,34.0,5372.0,11.22,6.666666666666666,2022,10,2022-10-20,30.5,13.8,0.0,14.1,District I (Nord-Ouest)
731,12,71,19,24.91079638,60.71367427,7.142611056000002,42.19740397,lentil,Sfax,Drip,DAP,bad,medium,best,autumn,winter,spring,134578.0,21263324.0,44410.740000000005,0.7272727272727273,2022,10,2022-10-02,28.3,18.6,0.0,22.3,District IV (Sud-Ouest)
732,100,50,80,15.0,50.0,6.0,300.0,oat,Jendouba,Sprinkler,Urea,bad,best,bad,autumn,winter,spring,50000.0,7900000.0,16500.0,1.3333333333333337,2020,1,2020-01-15,14.4,1.6,0.0,10.7,District I (Nord-Ouest)
733,56,30,54,25.24,60.01,6.24,672.04,tobacco,Ariana,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,19100.0,3016081.0,6303.0,5.955263158,2020,5,2020-05-02,26.5,15.2,0.0,23.8,District II (Grand Tunis et ses environs)
734,59,70,84,17.3348681,18.74926979,7.550808267000001,82.61734721,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,397083.0,60852969.75,138979.05,1.21,2024,4,2024-04-15,25.6,15.7,0.0,22.5,District II (Grand Tunis et ses environs)
735,14,121,203,9.724457611,83.74765639,6.1586894060000015,74.46411148,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,1900.0,300200.0,627.0,7.0,2024,6,2024-06-07,31.4,16.9,0.0,18.8,District II (Grand Tunis et ses environs)
736,110,59,73,22.08,66.11,6.74,728.97,onion,Jendouba,Drip,Urea,bad,medium,best,autumn,winter,spring,1.0,157.91,0.33,6.0,2020,9,2020-09-23,30.9,20.4,1.1,10.5,District I (Nord-Ouest)
737,85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,coffee,Bizerte,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,294.0,46452.0,97.02,2.491919191919192,2023,4,2023-04-05,14.9,11.6,0.5,27.2,District I (Nord-Ouest)
738,31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,papaya,Kairouan,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,697.0,110126.0,230.01,54.54545454545455,2020,11,2020-11-20,22.3,12.6,0.0,27.2,District III (Centre/Sahel)
739,16,77,22,31.48469278,35.6395615,6.574209678,100.546816,pigeonpeas,Sfax,Drip,DAP,bad,medium,best,spring,summer,autumn,62.0,9796.0,20.46,1.5,2023,1,2023-01-28,15.1,4.0,0.0,20.6,District IV (Sud-Ouest)
740,102,49,21,24.69315538,84.84422454,6.253343655,89.799462,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,296.0,45362.0,103.6,1.785,2022,4,2022-04-06,20.8,9.3,0.0,26.4,District I (Nord-Ouest)
741,46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,768.0,121274.88,253.44,0.926666667,2022,2,2022-02-01,14.7,9.8,1.2,32.7,District II (Grand Tunis et ses environs)
742,40,30,35,20.89273273,91.07776977,6.269663962999999,104.4407083,pomegranate,Kasserine,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,630.0,99540.0,207.9,16.009708737864077,2021,10,2021-10-27,21.3,10.5,0.2,11.0,District III (Centre/Sahel)
743,38,61,52,31.22790131,94.94021378,6.620729882000001,46.44279118,papaya,Kasserine,Sprinkler,Fourteen-Thirty Five-Fourteen,bad,best,bad,spring,summer,autumn,687.0,108546.0,226.71,74.0909090909091,2024,4,2024-04-22,26.4,14.5,0.0,26.7,District III (Centre/Sahel)
744,91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,606.0,95748.0,199.98,2.814141414141414,2021,5,2021-05-31,33.7,15.2,0.0,15.7,District I (Nord-Ouest)
745,13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,lentil,Sfax,Drip,DAP,bad,medium,best,autumn,winter,spring,87329.0,13797982.0,28818.57,0.8581818181818183,2024,9,2024-09-25,29.4,24.0,0.2,27.9,District IV (Sud-Ouest)
746,76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,Bizerte,Flood,Twenty Eight-Twenty Eight,best,medium,bad,spring,summer,autumn,27219.0,4285359.36,10343.22,2.635,2024,12,2024-12-30,15.6,8.7,0.0,7.8,District I (Nord-Ouest)
747,133,67,103,20.0,58.0,6.5,433.0,sesame,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,1000.0,158000.0,330.0,0.7333333333333333,2023,7,2023-07-24,47.8,27.1,0.0,26.9,District I (Nord-Ouest)
748,61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,maize,Kef,Sprinkler,Twenty Eight-Twenty Eight,bad,best,bad,spring,summer,autumn,65.0,9961.25,22.75,1.775,2023,10,2023-10-28,25.6,13.6,0.0,14.1,District I (Nord-Ouest)
749,92,20,55,25.10474753,87.52676159999999,6.5877912620000005,59.26519444,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,2288.0,361504.0,755.0400000000001,58.30970873786408,2020,6,2020-06-18,34.9,17.3,0.0,18.7,District I (Nord-Ouest)
750,29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,292753.0,46091032.32,111246.14,1.22,2020,7,2020-07-07,32.1,22.7,0.0,30.3,District II (Grand Tunis et ses environs)
751,48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,76.0,12008.0,25.08,0.8787878787878789,2022,8,2022-08-13,36.9,22.0,0.0,20.9,District III (Centre/Sahel)
752,40,30,35,20.89273273,91.07776977,6.269663962999999,104.4407083,pomegranate,Kasserine,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,630.0,99540.0,207.9,16.009708737864077,2020,4,2020-04-14,31.1,12.3,0.0,23.1,District III (Centre/Sahel)
753,109,23,25,25.11711046,68.48030408,7.00733163,194.8773479,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,203.0,32074.0,66.99000000000001,1.0565656565656565,2023,2,2023-02-07,13.1,7.6,6.7,19.2,District I (Nord-Ouest)
754,31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,chickpea,Tunis,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,autumn,winter,spring,1188512.0,192776646.4,415979.2,0.493703704,2021,3,2021-03-15,16.5,10.9,0.0,32.8,District II (Grand Tunis et ses environs)
755,133,67,103,20.0,58.0,6.5,433.0,winter melon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,100.0,15800.0,33.0,30.0,2023,8,2023-08-28,27.0,21.8,0.0,28.2,District I (Nord-Ouest)
756,92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,3145.0,496910.0,1037.85,55.978640776699024,2024,8,2024-08-13,39.6,24.3,0.1,20.3,District I (Nord-Ouest)
